vin,sellingprice
1c3cdzab4cn322738,8511.961362532185
1n4al3ap6en219179,15763.162450467242
1gnskjkc9fr215534,36438.30292525298
jn1cv6ap7dm301508,23087.911365418335
1n4al2ap6cn413072,12794.08925061687
1gcsgafx9c1159516,7327.419034021399
5n1ed28y72c566864,3075.990669188728
jn1cv6ar2cm672043,19940.269373790845
1ftne1ew1eda35320,19093.608660395046
wba3a5g52enp30945,33305.11257931021
5fnrl5h95cb118663,22489.29482083753
2t1bu4ee9dc995379,11499.783265392805
1gchtcfexc8139007,19355.366356081155
1vwat7a31ec067304,15090.503736149922
3vwdp7aj7cm333386,9826.926420981143
1fmdu32x0vza67052,45.529325668494494
3gnbaadb3as599372,6181.340512827131
wba6b8c54ed452444,59771.736022015524
jn8az1mw2dw307563,20668.417415151525
jn1cv6ar5cm674725,18522.37934490331
wmwml33579tp98619,6225.5833887277095
jn8as5mv7dw645575,15530.1998018893
jthbh96s365009672,9325.964594169382
1n4al2ap4cn430579,12446.784970145607
1c3cdzab4dn718721,9518.618537404338
2fmza52234ba58586,1832.7837541457466
5tfju4gn6dx050691,24321.28636390387
wbapk7g59bnn69435,16825.57250064492
4t1bf1fk3cu003148,12428.218610214326
1gker13707j133070,6940.572141198987
3n1cc1ap2al362425,2244.195592167518
kmhgc4dd5cu185858,19195.680784910946
2hges15505h516521,2900.8983834093706
1n4bl21e57c133650,5016.593765636506
1n4al3ap8dn445061,15391.073379420706
jn1cv6ek1bm215526,18806.676836753744
2t1bu4eexcc775960,10563.584579345852
2gkalmek8e6159428,19172.298060682944
jn1az0cp3ct016993,10255.516315550516
2gnalbec0b1192061,6065.693953322787
jtnjjxb00cj018984,10802.393540389976
1g1pc5sb4d7167694,6900.48047044454
jf1va2p60f9813390,30798.221783766046
1fahp2e82dg177399,13450.25358404097
jhmze2h72as033317,8012.000970298365
5xxgn4a76dg186165,15538.421902711403
19uua5679ya065162,2432.840586800223
1c4njpfa6ed681714,15299.676065395113
1g2zh58n474263421,4346.397057352437
1fadp3k2xel307524,13404.17735521009
1fmcu9eg1ckb61053,16379.837969595774
1ft7w2bt0fea82596,37689.14594193591
2g1ft1ewxc9178943,21870.14882250003
1fmfu17l44la13662,2613.5157456152083
1gcpcpex9az128819,14343.969360871393
1fmcu49h68ka60779,8719.492854294207
1n4bl11d63c263819,5741.294489380643
3gyfnfe3xcs505195,24474.479044622498
1gnlrfedxaj267652,12343.190692728402
5n1ar18u07c630029,7996.491227420336
1fmcu9dg8ckb53078,15657.842982809107
3vwll7aj5cm388121,11170.33056107597
2g1wx12k239227784,2634.306986974412
jm1gj1u53f1181167,18329.296096984603
knafu4a2xb5394048,8372.925004094255
1fmjk2a52eef51301,35036.05619832809
2c4rc1bg2er382835,19025.809741765086
kmhct5ae4cu039145,8104.76734496291
1hgcp36728a003097,7517.5871542245
5tdza23c54s146886,5169.627455657826
1fmpu15l04la49503,2747.719566900192
jthbk1gg0e2108284,28427.411708044798
1g1zs57n67f274402,3957.4398406800483
2t1bu4eexcc822419,10200.765226525487
wvwjk73c08p031927,6131.0624818353235
1fmpu16w94lb28841,3806.131864781337
jtegf21a630110275,5533.06609770057
5xxgm4a79cg068449,12517.466209871523
2b3lj54t99h594755,15820.440430128117
wbaav53481ft01399,4271.2652363661
1n4al3ap5dc141245,13441.115281390104
2t1bu4ee2dc041248,12649.580445764866
1fafp34363w307059,41.205051218883455
knadm4a37d6128189,7509.408739236041
1g6dm577140121618,6760.64495439774
jhmes96613s001665,3501.3002007505984
1ftfw1ef7cfa30125,22021.561903882604
1g11e5sa6df227553,11307.849772176181
1hgfa16508l034662,5999.140978681732
2gnalpek3d6387128,16976.34390570069
wbskg9c54ce797854,51148.085499695444
1c3ccbbb0en177242,12435.264360307485
1c3cdfba2dd234122,8992.958139284314
2c4rc1cg8er240231,26167.045550880543
1n4al3ap3dn416017,14177.168648915922
4t4bf1fk5cr227432,16230.513494576478
1ftkr1ed8bpa62708,12335.70502890529
jtebu11f470055241,17426.08453770036
2c3ccakg8eh246922,22803.597439128323
1n4al3ap1dc172377,16333.602230717479
5tdbk3eh9cs155893,23097.442373753685
1ftyr14v43pa82587,1241.3823848067714
2gtek19t2x1518127,585.3745228319658
1fadp3f24dl208707,11598.865178286844
1ft7w2b63beb07379,31399.286892207117
1gnfk130x7r401932,15423.336931009157
wmwzf3c51et492863,9568.471363459163
5tddk3eh0cs139350,25612.266010617575
jm3ke4dy0e0392283,24853.87493662328
1hgcp2f30ca180649,11547.909788343559
1fahp3h2xcl379443,6824.185217116809
2c4rdgcg1dr687918,11011.793067515991
3vwrm71k18m106726,6991.496653300478
1d7rv1ct4as219933,21956.77972285344
5npec4ac2ch403093,13234.849974389554
4t1bf1fk6cu581776,13573.929704045697
1zvbp8em5d5276470,13148.108543445958
3vwll7aj6dm205293,15590.719659922337
2c3cdxhg0eh234450,17622.974715613233
3gnbabdbxas603648,6510.788623256437
1n4al3ap4en364947,16878.494549035313
5npdh4ae0dh245451,14448.377175336698
2g1wb5e34e1150752,12102.424164846308
wba3r1c5xek190964,40814.19863446914
2c4rc1bg7dr692669,18369.480583403365
1gyee637050112706,3290.513920925143
1fafp24166g142847,461.29899803016633
2c4rc1bg8er324325,18786.024695869073
1b3hb48b87d558368,2364.805629107441
1j4fy19s6vp543889,3423.4350499179727
1n4ba41e76c836022,4356.105945025576
1b3bd4fbxbn606099,7890.371203134996
kl1td5de9ab083493,6415.336109052208
1fmeu73e57ub11054,2523.9632445469633
1fa6p8cfxf5323414,29283.17422302555
1hgcp25389a080583,6796.623905386247
1ftfw1et8dfb61202,21492.819850271357
jthkd5bh2c2058695,21184.4928585128
wbavl1c52dvr87748,34261.43218216961
3fahp0ja3cr232107,9781.364484496844
jn1dv6ap0bm604003,15186.825713347616
1g2nf12t81m560400,3178.2794215893646
1n4al3ap8dn501547,10822.407949985005
1c6rr7jt6ds548813,21872.032543698864
1ftpw14555kd60188,9934.689938480235
5npdh4ae4dh360246,10239.950423540915
1zvft84n855189381,6004.940825540835
knafu4a24a5220233,5066.136887651819
1g6ab5ra7f0102074,34866.74763313039
1hgcr2f39da093022,14102.090615250445
3vw2k7aj7em224385,12512.281547389734
jf2shadc6dh439272,15721.13332367393
1c3cdzab1en218663,12207.04642859638
kmhdh4ae6du797909,6657.711358764067
2g11x5sl0e9247237,16657.40691840785
1j8gr48k99c533471,10206.48919735444
wp1ac29p86la90558,14352.225171643891
4t1bf1fk9eu359753,14648.18192711503
1c3bcbfg0dn551008,16623.43022036498
3fahp0ha2cr177574,11246.867083108715
3vw4t7aj4em393091,20810.05701222315
3fahp08z16r138808,6093.878186738303
jn1cv6ap8dm300819,20104.428350862785
5npec4ac4dh795740,14538.994017856148
2hjyk16237h530587,13458.29789542015
jh4cu2f41cc014367,16304.457338301667
jm1ta222111703557,1181.0949249325695
1fmju1j52eef20229,28394.68435534843
5npdh4ae3dh314567,11247.48875429065
4t1bf1fk2cu594119,15597.263700622005
4s3be625747210145,4052.219146858588
1fmzu64e42zb69405,1688.9360275625877
wbapk7c58bf082632,18053.429116740233
jm1bk123851300628,3967.582018846404
4jgbb8gb8ba694499,21691.601803834827
5fnyf4h91cb059480,22484.903115102363
3n1ab7ap1dl767760,13050.434421134043
1g1yf2d76e5120120,45775.34338450938
wauac48h06k003164,6028.8284178543945
1n4aa5ap5cc836082,18581.983193718712
3fa6p0hr4dr226546,11886.130094013288
2g1wt58k479186137,3449.825569445431
jn1az0cp9ct025441,11034.633869657122
1g1pe5sb2d7247649,9448.453868207025
1c4njpba7ed880986,13058.104734674196
5n1ed28y61c536835,2170.5720757077906
2b3ca3cv1ah202198,7585.144672947192
1j4hr58n45c703607,9074.187179876038
kndjt2a62d7544247,13488.656884225587
1g1za5euxbf203015,7447.489705770084
4s4brbcc1b3413784,16832.958564144294
wvwbn7an6de502792,16486.453594707396
1n4az0cp1dc406821,11735.489362908866
1vwbh7a32cc076810,12670.006607188106
3vwdt81k56m641249,4834.535739360013
2g1wd58c279354461,5571.333869003501
1gnlrfed4as107485,14164.797727335497
wauggafc2cn124597,22045.646120505517
1fmcu0gx9euc85927,18388.193694617505
2c3cdyag3eh153023,18292.378487902024
1c3lc55rx8n240345,3116.6513430710474
2fmdk4kc5eba71657,25081.995374385224
3b7hc12y5xg164403,1418.9186009335099
5j6re4h40bl124224,16217.227193961384
kmhtc6ad1cu072701,12860.218274279427
1fahp2e87dg177379,12781.147126256154
4t1bf3ek6bu209673,9013.333586866756
jt2bg22k5w0222694,1653.2794069415577
1n4aa5ap2bc804401,16984.002877312978
kmhjf35fxyu052009,377.2133446239204
3n1ab6ap1cl670406,10066.70157014568
2hgfg3b88dh501151,11597.820396986077
2gnflcekxc6343821,11791.923028509427
wd0pd644x65881151,4937.865655036074
jtnjjxb08dj025537,10043.64665302318
2g1ww12e449165819,2500.1839896675756
3gnda23p66s532364,4015.3635531882246
1fmfu16568la23232,10733.722508664185
3fahp08147r146008,5378.429805851854
1g1ym2d71e5101934,49523.21038614502
1gcrcse01bz396263,16246.078513560875
1ftfw1cvxaka89927,20995.60837360056
1j4fa39s94p714648,10871.697577441371
2t3bf4dv8cw193972,13389.97595928466
1n4al3ap5en355657,16247.884835441595
jthch96s560002045,8071.2693773243445
3n1ce2cp0el371014,9713.459813621346
19xfb2f86ce357384,11585.50747122129
2gnalbek8d6360428,11944.624575477066
wddgf4hb8dr255819,21593.57087119619
1ftpw14v77fb36027,15419.83360414431
4jgab72e5xa080072,66.67497390293283
4t3zf13c1yu235709,2000.9843989848687
5npeb4ac5dh701349,12451.169325922017
kmhct5ae0eu188011,11590.189147145424
1n4al2ap8cn416586,11188.042244746852
4t1bf1fk9du699175,13336.258982138512
1gker13798j135384,9040.164125654406
1n4al2ap2cc151725,14111.484041182177
1ftfw1ef2dkf01476,30562.241648006562
jm3tb3cv0b0319456,16343.789648008244
1zvbp8em8d5229806,13592.639167101192
1ftpx12564nb78187,8253.86262856876
wauacgff3f1001224,24036.958724337048
1ftre14w94ha46446,4620.5454408768655
1ft7w2b69eeb65646,34462.38959846154
3fahp0jg1cr430625,14288.545555416349
4a3aa46h83e044046,1152.2405238944684
1ftne1ew1bda18688,17375.345282748625
5xykt3a63dg361503,17826.4679803014
1gnskckc1fr107954,45319.6798692693
1n4aa5ap8dc835395,12839.34869370281
jn8az1mw7cw211183,19795.373838068987
1ftew1cm0dfb63887,27328.429094136034
3n1cn7apxdl836333,7717.16088700103
1g2zg57b584191415,4500.610458449912
wdbrf64j44f447296,5365.454210682721
4a3ab36f16e075536,2956.127268944165
3gnbabdb8as566602,6447.412430356009
1gnfc13027j114922,15047.36579881349
1j8hg48k79c500589,9665.203773232763
1gkdt13s732281268,1918.542335076614
2d4rn4de8ar306346,5292.6802314634715
1fm5k8d88dgb80772,24204.42237549543
1gnek13tx1r151606,3313.4495728787642
yv140mfb8f2310390,24565.86947839458
1fmzu63k73za37120,1127.3567818493175
waueg74f16n061858,5345.484562720243
2a8hr44h88r819915,6746.591548636388
1ftsx20p96ed67441,2463.5736110175967
1gyee637950232911,5642.511239864774
5fpyk1f56bb454416,23080.678534819453
2b3ka43r78h326944,7403.92868762205
wvwhv7aj3bw123599,11063.261004982307
jn1dv6arxcm860426,18147.167124932203
4s3bl626397222704,9018.67865352516
5npet46c18h300098,3737.448296194032
2cnalbecxb6438346,10901.793404629163
1c3cdzab6cn269959,7648.592304922379
1ftpx12504fa26660,5011.466346166862
1ftfw1ef5bkd72517,21403.094790474206
19xfb2f51ce025116,9195.492429493566
1ftyr10ux5pa02211,3429.0742745369844
3b7hc12y5wm246020,2263.12464066143
jn1by1ap2cm332900,21430.184473638034
1j8hg48k46c365356,5434.932979161125
2t1bu4ee0dc046786,10150.416301905849
1gnskae08cr200634,18380.269202331743
1gchk23658f206545,22432.749489595757
3c6ud5dl0cg315038,33478.30081267985
3fa6p0lu4er308113,18032.012026937577
1ftnf1cf3ekd16370,16502.003580445442
1n4ab7ap7en854633,12092.847186495928
2g1wt57n791163366,7161.414765475549
2fmdk3kc0dbc38547,23338.52418166997
1ftfw1efxcfb53305,24399.745358527398
1fahp3fn6aw124703,6638.139111815308
jf2shadc7bh765210,18908.44857384418
wbaav53431fj70611,947.8287934293076
5tftx4cn0bx008908,16192.345742183785
1gyec63t03r266750,7468.015858360513
2g1wc583081227484,2693.925256943492
jn8as5mv9cw351772,15338.528337733029
1fadp5bu5dl547642,16628.076333244357
wbakb8c53bc447817,47464.44880142314
2lnhm82v58x641202,14707.675368106698
1gys3jef6br131932,31468.190542709173
1n4al3ap7en337323,14622.895683981917
wbabs33461jy40019,3096.7647524121894
wd0pe845285266968,10070.622905634773
1gnfc26009r261083,12136.72189216111
1gnsckkcxfr208319,49824.94687554367
1j4nt1ga3bd252459,10014.915418693943
wmwmf33508tu65314,8000.504177243652
4t1bf1fk1eu809427,15931.219231828785
1g1jc5sh1e4229629,12359.918930439628
kmhwf35h23a772793,1765.7103689154228
wbaph7c53be678963,17000.555085574062
2c3cdxhgxeh274860,18724.537416944673
5npdh4ae1dh376288,9570.843697847435
kndpc3a25d7398357,17271.023165470775
3fadp4bj8dm175728,10363.725788694195
jm3tb28a480126557,12971.805324176716
1ftnf20l02eb77678,3989.4469816154324
1b3es56c33d203154,1489.6229856061436
2c3cdxbg0eh243352,15309.201985559148
1fdne1bw0ada89203,15192.059523423126
1n4al3ap1dn532378,12033.67347474039
1g1ra6e42cu112128,14375.049993675377
wddgf81x79f251380,14415.156799754743
2hgfb2f50dh557786,12996.80290765072
3fadp4bj2cm194340,7007.497023109741
2fmdk49c18ba14351,7915.795177793843
1g1jc5sh0e4189172,11379.312885513065
2c4rc1bg3er292920,18786.983209720787
1hgcs228x8a005493,7013.9888691727865
1gyfk66837r395702,21924.279151716415
kmhct4ae7du536640,9640.919078366333
wddhf8jb1da753123,34861.64206817413
2d4rn3d17ar371700,7737.911831639538
1n4al2apxcn522165,12916.196529025028
1gcdscd93a8123316,14769.326653622978
1gt120cg2ef135038,38071.45713741757
1fmjk1h50eef42077,32330.921292148094
1fmyu931x5kc70523,2861.040265347312
1gker33748j115460,12357.4537325712
jtmbk31v276017971,9842.029575219774
2ftrf17244ca11116,2110.5294098905506
wba3a5c59dj462360,23625.410974278406
kl8cf6s93ec411496,9096.056494832159
3vwpd69m81m178505,1212.2209898843776
1n4bl11e66n423232,4878.655136099564
2v4rw3d13ar272307,7480.418895236606
wbaev33484kr29142,2623.647980865271
wbapk5g57bnn28712,23126.437664112596
19xfb2e56de023364,11950.79636622425
3gcpcse09dg103820,24949.565422433756
2cnalbec9b6361761,11438.498936181793
ys3fb49yx81104420,7134.089089612741
1hgcp2f36ca015866,12625.806546867476
1c6rr7gt4ds551457,23793.256402108746
5tfhy5f11dx304282,33417.35078069694
km8jm12b27u632798,4743.757561971044
1ftfx1ef8bfa95058,23006.756109843605
jf1znaa11d2722146,18699.20052674454
jn1by1ar5cm392722,25535.23523761646
5xxgm4a78eg326561,15440.428352883537
jn8as5mv2cw355193,13112.695872083928
jnkbv61e28m210741,10122.066330364358
5fnyf3h95db005806,30546.57627035786
jn1cv6ar5cm973499,19283.500832254467
wbanw13548cz73696,12382.47015451944
jn8as5mv9ew714297,8058.131193902244
5tdbk3eh3ds265811,28284.99617596087
2fmdk4jc1bbb26134,12630.262522908046
1fmzu64k04ua37666,3730.3844139879766
2hges16575h629669,1936.2289426182306
1fahp2f81fg118541,22938.226363107322
2t1bu4eexac533201,9558.415276150252
2gnfleek6c6152148,15704.297319858588
5xykt3a61fg567325,19250.16729425537
4jgbf71e27a193312,11726.42225119464
2g1fk1ej8d9226724,22083.966233203082
3n1cc1ap7bl374135,6376.427638951274
5tdbt48a17s286887,9634.193934987134
1fahp2ewxcg137309,14078.911910307626
1fmcu9eg5ckb99790,19699.796906403375
2t2bk1ba5cc130389,28846.004343987028
1nxbu40e29z011048,8146.511416693519
jf2shadc8ch446822,7785.130570877009
wddgj4hb1dg055908,22876.851836823353
2gnalpek6d6312875,16184.270909578212
4t1bf1fk0cu562821,11403.681493468102
3n1ab7ap6el652329,13389.640630639242
1n4al2ep2bc158036,10162.143100683927
1fm5k8f80dgb06906,27180.098728732417
2g1wb5e37e1169957,13797.566046812826
wauml44e35n000667,10263.815053107046
1j8ff28w07d251187,2601.944081052401
1fmzu63exyza27182,772.05968324069
4jgda5hb0ca019160,30247.397862821927
1ftne2ew0eda19289,21195.64116692794
3vwsf71k45m632159,1621.1054304565296
1g6dp577660203046,4442.521105275402
1gmdu23e03d180291,1128.8408462596763
jhmge87279s047242,4916.12216183937
1hgfa16808l037202,8047.0778897032305
jn1cv6ap0dm714239,22031.246535632294
1j4gk48k87w718368,5304.096609657552
2hgej6626wh515329,1177.7473856807374
1fm5k8d80dgb61715,27029.00424761849
2c3ccaag3ch258667,13915.929957806115
jn8as5mv4cw353090,13220.774717438864
2c3ka53g26h496133,4567.741635215754
3fa6p0hr9dr256805,10594.144646995474
1fadp3f26dl233270,11436.565651795132
1n4al2ep1bc102668,10674.570517077356
5lmfu27536lj07734,8050.2967955415725
1gyfc43599r171879,20179.558133859253
wbakb4c50cc576544,38565.39878658697
5xxgm4a74eg346287,15776.20290585465
5uxfb53506lv26627,6712.362549938137
1fahp27176g176686,3046.772482879578
4t1bf1fk3eu840615,19278.447559175307
1g11a5slxef284420,14481.752947489693
1gnek13z12j231168,3393.0299217746906
1n4ba41e57c801898,4458.217106389024
5uxzw0c54d0b91846,34394.71330328905
2hnyd28248h540106,14926.363849445697
jm1bl1h62a1326666,9148.924892897248
jn1dv6ar9bm653749,15479.735869399548
jthbn30f610039708,6896.272104444434
4t1bf3ek1bu161032,9608.524648182036
sajea01tx3fm72205,2625.1033208861954
1g4gc5e38cf207495,15074.345978532328
19xfa1f54ae025704,8069.246126201718
3fa6p0k96er258361,17257.86717247747
1ftfw1ef2bkd37580,20886.083599791593
knagd126065449729,3315.3367384417597
wbapk5g55bnn26103,20743.55723191866
1c3cdzab4cn272665,8647.261941074998
3n1ab6ap0bl625228,9448.96582180573
jthck262372013656,11315.069466192968
salsh23476a968667,7255.340390366073
1yvfp80d745n88974,2660.965956409811
jn8as5mv3cw388655,15862.795083761148
1gcdm19x15b114094,1545.849043116299
1n4aa5ap2ec474084,22373.94503094509
5tddk3eh1ds239376,24599.986474565278
wp0ad2a93es167062,75464.34283113838
1n6aa0ec0cn328088,19436.637412844924
1g1yb2d76e5104379,50722.378372403495
wdzpe7cc1b5587619,20598.638831303197
1n4aa5ap4cc837983,16748.056357356494
jt3ht05j1y0097060,3624.155671620232
1gccs196758246069,8266.233162950326
5gakrbkd2ej294045,19461.113201102235
knafe222495594319,3963.142347941244
jf1gpac67e8262323,17646.745303402633
2hkrl1876yh603216,1242.9463293536555
3fa6p0h73dr282928,10196.271324219655
2fmdk4jc7eba71807,24226.859129387303
wbakc8c59cc435668,33662.416784669855
5xxgr4a61dg137872,17029.938163568462
5uxfb53504lv05385,4730.2835606267145
2fmda5246ybd05326,2273.6801620024908
5npdh4ae8dh342039,10308.826292922255
2g1wb58k889236588,2276.0453053963374
sajwa71c44sg24813,3768.1240675681856
5tdzt38a31s025146,7583.095350952545
5tdzy68a38s000289,12508.493402766055
1ftsw21p96eb91394,11281.413802820913
1g1al52f857551469,1383.03603028217
wmwsu3c57bt253577,9470.126323696099
1gnskce04br210491,20415.42365407022
5xxgm4a75dg129460,12955.707412770109
2g1wa5e36e1168611,12402.108014500447
1g1y73de6d5700791,48413.59259387662
jn1cv6ap4cm626468,21553.937216891158
1c3bc1fb9bn595536,8641.212511860824
1n4al2ep3dc163281,10897.37219899969
1d8hb58n17f570107,5875.503465015284
1ftrw08l73ka45661,3647.05865823525
1hgcp36848a014725,11249.56952151123
2t1bu4eexcc763579,12245.142800737714
1fadp3k20dl237823,10989.141392793876
2g1wc5e34d1151377,12958.844038220257
1ftfx1evxake54939,19608.79960462647
1d7hu18d54s573089,8502.989765389864
1fmcu0j90dub77432,21011.41146215457
3fa6p0d92dr180821,17703.19092682847
3fahp0ja5br154038,9734.19469624558
4t1bk3db7bu382101,14604.449904796276
2hnyd18284h549315,5649.261362969232
jtdbe30k053034068,3414.1717663976306
5uxzw0c53d0b93734,44488.455555461536
3n1bc1cp0bl429968,6647.91574613708
2fmdk3jc0dba73553,23848.447741615688
2a4gp44r27r166766,3275.336030315293
kmhgc4dh2cu184931,23217.954218782797
1gnek13t05j147200,3599.331628483151
1j8ff47w47d140719,5575.484737468374
1fbss3bl1eda00542,18924.43389133833
wddgf54x69r076998,11963.271569890303
jm3er2c5xb0372728,13309.807194467361
2c4rdgeg0er431607,19512.061081855147
3d4pg1fg5bt523558,7078.255977645557
1gthk23204f211000,5101.519011353092
5n1an0nu9ac513292,14906.347994899308
5npdh4aexdh256053,12250.331894597499
jm1bl1vg1b1376991,9644.201313715173
1nxbr32e04z204493,3183.86447215268
jthce1bl8d5007927,33143.471506434566
2t3bfrev1dw051444,16967.737933959845
1n4al2ap7cn525623,11399.337617268473
5grgn23u07h105044,22503.245756538523
yv1ls5589w1509763,601.7339082891285
1gndv33l56d183138,2230.112477472345
jtkde167680235469,5009.711238396734
2d4fv47t08h104002,7609.212411324403
2c3he66g0yh430330,687.4424298262966
1g4hr52k6xh424407,1177.230384134029
jf2sjadc5fh424396,23748.438606900956
wddgf4hb9er313390,27518.536679034696
5j6yh1h38al005618,7845.062907659569
kmhdh4ae9cu341286,11425.718673498559
1ftrx14w26nb57595,3981.717392042907
1fmcu9j95duc32302,21667.315938281336
wdcgg8hb6bf678583,25588.295845014516
knafe121155145689,3154.4914205200075
1fbne3bl8dda99170,20744.129502502823
3fa6p0h75er332908,14537.192895575845
3n1cn7ap4el852559,9290.927834104063
5npec4ab0ch425620,13259.903740159236
1d4hb48dx5f604335,3521.4750230417594
5lmeu88h35zj28182,2485.8970873814087
4t1bf32k74u067826,4921.763381461733
5uxwx5c5xcl727478,23057.193458872218
1g1jf5248v7219151,-25.358954730387268
wp1ac29p58la83540,25814.077650213454
1j4gl48k75w570580,2393.9555742436605
1ftnf1cf9ekd20648,18112.240420909686
1fmru1760ylb42852,693.7230760928687
1g4pp5skxc4188606,9901.071000191485
wdbtj56h98f256584,14318.818330781154
salmf1d43ca360809,41460.72117062226
3fahp07z18r198124,4159.9662736226965
1fahp3en4bw117283,3489.030965344089
jthbk1gg3d2083525,24321.871954002076
salme15458a283384,15359.544618893407
1zvbp8ch4a5146777,18490.777632252597
1b3hb28c37d139115,2080.19408563264
1ftfw1et0dke50758,29646.42147789405
1fmeu64e46ub68854,5076.453437856371
3lnhm26166r643332,2145.5761083770976
jthbk1gg4d2030218,23725.580289826656
2gnaldek5c6381991,12531.965117103708
1fmzu62k24ub63403,4112.440376910692
1fmcu9d75ckb74924,14404.834306648361
2fmdk53c49ba16868,13286.32327531706
km8ju3ac0au029135,9855.737223189712
4t4bf3ek7br120345,11182.949756413049
4t4be46k09r136100,5667.567527748813
4m2zu86k64uj05766,2303.7838406735045
2a8gf48xx7r328945,4286.157648584751
jn8as5mv7cw706471,14017.536479189353
1gkev23d79j182244,9890.678636722752
3gtp2ve35bg302763,15547.128025983722
kmhht6kd7cu074389,15904.958926475627
5xxgm4a77dg149046,12892.234545410594
wmwre33484td84638,4888.027676386935
4t1fa38p97u111154,5953.225673072865
1fadp3f26el183679,11830.328007588825
1c4bjwdg3dl505776,27037.216135604835
1ftpw12v57kd18495,16805.7155784579
1n4al11d53c288223,1961.2587305513389
2g61m5s32f9149766,26801.975076582385
1g1zh57b084202743,4528.652286383867
2gtec13v571123155,10862.531045397158
jn1az34d05m604997,4167.611972191462
kmhtc6ad4cu028093,11782.596090001505
kmhwf35h94a942598,858.4622995023001
1hgcp2f49ca137436,14135.917950011413
1d3ha18zx3j526277,2535.947203547599
1n4aa5apxbc838912,16963.133464463066
ml32a4hjxeh016843,9278.388266533359
2g11x5sl1e9290680,17361.90275540131
3gcec14x07g156362,6424.336877554975
5xykt3a68eg435189,16608.470627890514
5n1ar2mm5dc638456,19526.24466638896
1ftpx12575nb29713,3728.4441725992456
2c4rdgcg1er430615,18160.215818699966
1fmyu93126kc05442,3335.4714772641655
1g8jw54r63y540932,3240.5188434427873
2t2bk1ba7cc132094,27308.9658590725
1gkec13z22r254275,5816.879861117731
2g4wd582791239236,9765.21260617696
1gnkvged5cj173873,21496.31033583933
1fmcu0d73ckb90471,16397.700399293186
2mehm75v49x611506,7258.428635721341
2d4rn4de1ar259791,12070.645148638218
5npeb4ac2dh763114,12739.243392973198
kndjt2a29b7335310,4443.889786099129
2g2fv22g2x2230699,1115.8281303707681
5n1ar1nn7ac622255,7882.438945278159
jhlrd1862xc065311,1135.5515960021457
ja32u2fu7bu009260,8561.15663360772
jthbl46f195090566,23536.978193820498
1fmcu0dg9akc64408,5127.748573873316
1fmyu93113kd77179,2736.163099628284
wddgf7hb0ea919872,45477.659015773264
1fmjk1j55eef29237,31811.009772646885
1fahp23w59g119456,5261.858962097836
1c3cdzab2en228750,12381.581908606346
4s3bmba6xc3006533,14523.666911797665
3n1bc1cp0bl474554,5092.610417305188
jt3gn86r8v0022117,1988.162279632259
knagm4a72e5489188,15215.400419059748
5j6yh18778l013674,7714.983886545782
jhmge8h35dc075602,14241.80584593147
1gyfk63887r125174,16198.893443884022
3lnhl2jc9cr814923,16062.237260035912
wmwmf7c56atz74028,11890.850917323565
1g1jc12f747205498,1710.7113798328774
5fnrl188x4b118868,3754.426389072154
jn1by1ap2cm332721,29482.59328913191
1fahp2f87eg171937,17227.51217105539
1fahp2d89dg108954,10709.168427283612
wmwzp3c5xct250132,16321.531240290446
3vwva7at7cm630794,11476.07047716046
1fadp3f20el177358,8277.023093746855
4t1bf1fk1cu006727,12748.101560698811
5xykt3a62dg360195,17274.66568006059
1ft7w2b66cec36735,25456.254651618525
4t1bf1fk9du229079,13652.925012686504
5n1aa08d08n605865,10207.993436762836
1g6kd57yx7u166117,6574.72258992782
3d3kr28d55g790648,13115.083293642225
1n4al3ap2dn404554,12735.716146614279
3fa6p0h74dr226593,14537.025086004236
3fahp0ha7cr111909,13154.708615714597
1n4al2ap8cc145377,13362.6173119633
5n1bv28u68n115516,5878.929592196679
1nxae94a5nz364939,1115.350634540615
jhmeg8656ss003932,1231.7390008763414
1gchk23607f525611,28692.75951086503
4t1bf1fk8eu406092,15519.15640832543
4a4ap3au2ee025570,16051.75751580672
salvt1bgxch637358,38562.22190165408
jf2sjadc6fh411110,22034.066970856642
2c4rdgbg4cr349493,8974.931671739836
1lnfm87a16y609275,4197.979304990513
5xxgm4a7xeg277203,11542.587996426892
1g11e5sa5df174702,10346.032991836528
kmhec4a47ba006425,11837.173841395157
3vwdf71k96m806012,3784.5405196163647
jn1cv6ar3dm355356,18738.47414992842
5grgn23u45h121129,20544.288392043047
3lnhl2jc0cr814986,16283.346337677332
1fmcu0dg5ckc62318,16453.890209909507
3n1ab7ap1dl683020,11913.28792033821
jtees42a782060608,10660.953846926692
1g1jc6sh8d4149801,8867.302588178081
1fmcu0gx8dua95115,11858.937370493308
3gyfnbe38cs584519,28548.700499651244
4t4be46k59r130017,5275.225866649398
2c4rc1bg3er434683,16704.88844836184
wbavb73557p101145,12473.865880708972
2hgfb2f58ch538577,10875.877564432292
jn1cv6ap2cm620734,19572.546569591883
1ftfw1ev1afa59270,21167.90760935537
1ftrx12w56fa67774,6318.509345990477
4m2du66w25zj00103,4748.350759538427
wbalz3c50cdl71102,43157.012680095875
2t2gk31u87c003235,11517.354965352863
kndup131236455442,1468.6340798240199
jthbe1bl3d5009130,31806.498699771626
4t1bg22k0wu280613,935.4187157847737
jm3er2wm8a0314442,9720.588452421049
1ftsx21r78ea67299,8978.854401146065
1fmcu0j91euc61745,20974.704403874937
